"","SgAvWD","SgAvTG","SgTtRRadj","SgGDDadj","BrAvWD","BrAvTG","BrTtRRadj","BrGDDadj","QuAvWD","QuAvTG","QuTtRRadj","QuGDDadj","Year","Month","STAvWD","STAvTG","STTtRRadj","STGDDadj","STNSWD","STEWWD","Time"
"121",5.4815248555993,7.08726214397331,154.938105965643,68.252341319141,5.90561331304421,6.89414060776839,176.521714009381,63.2431146605943,5.31320916881068,6.23227804186657,178.423693836723,47.4470856898708,"1990","01",15.6431743809032,5.44193548387097,201.3,34.4,-7.19945661017002,-0.670870460611708,10.0416666666667
"122",5.4054183076097,6.16415618929392,179.089072189566,43.7285886341321,5.81570353418741,5.94478927043809,199.609358590677,38.4283364425,5.29161002265424,5.26744671130156,205.404400306873,23.5259549052228,"1990","02",16.0476190479286,4.64285714285714,263.4,18.6,-7.08602886412423,-1.40170257561425,10.125
"123",4.81274476229057,7.48641796671592,136.57704875545,76.809596243967,4.76203008373884,7.07396917263711,155.163108118197,65.9926737855802,4.76928130712273,6.72266548341748,180.903465146922,57.1413454526315,"1990","03",15.946178120871,6.48870967741935,205.2,57.05,-4.32694216702457,-5.56662744066325,10.2083333333333
"124",3.67922012420199,7.43595301991263,77.6345018379488,74.7473590522501,3.53336654893677,7.02867607176887,79.02839390501,62.9532621788861,3.6310409389927,6.56077560334892,84.3803642213824,50.6974614683688,"1990","04",11.5180555554667,6.47833333333333,109.2,52.45,-1.84379138980864,-3.08420353070911,10.2916666666667
"125",2.63640725094154,10.0393437317616,36.7728302050458,153.866202658798,2.65271837507722,9.71502669196234,19.5478660225957,144.373150431946,2.64746720794986,9.2752465512372,22.7501522704318,131.617209558597,"1990","05",8.02419354780645,9.85967741935484,55.1,150.65,0.61829925888379,0.609968678521011,10.375
"126",2.39032586039397,11.4762364732519,46.85514464886,196.736720037714,2.40029104854774,11.199965067514,32.3581335069966,187.544950020995,2.45496780251984,10.6987582583222,31.7569595162842,172.122511670589,"1990","06",7.3653138528,11.565,75.3,196.95,-0.284912487158745,-0.562933984172561,10.4583333333333
"127",2.60605887425778,13.1340336274922,67.2491034043362,250.657971089115,2.75738442090915,12.9035081032994,58.7366117077984,243.377551635002,2.73479505035672,12.456154368384,66.3998842371477,230.144734233584,"1990","07",8.64165497893548,13.5096774193548,101.9,263.8,-1.0744607531183,-1.10556305715949,10.5416666666667
"128",3.28552572878416,13.2521248213447,82.2649368785561,254.267465036914,3.51782808189783,13.0569544044787,86.7742246006713,247.777366008345,3.39538495768197,12.5993880223895,92.6013271014805,234.625612301751,"1990","08",10.8844086029355,13.4209677419355,99.7,261.05,-2.91344151637726,-2.17275046914557,10.625
"129",3.32885096556639,11.4194489643733,83.2959207163276,193.290953845132,3.0303904124831,11.0604953105337,80.0143145430822,181.858072715118,3.29071008705614,10.6462607177435,91.6623915554879,168.512848850271,"1990","09",10.122126437,10.5416666666667,115.2,166.25,-0.556410715798519,-3.67171767036538,10.7083333333333
"130",4.12185897882426,10.840738479206,90.3864493749018,177.487228734289,4.23966915449401,10.6123683990254,93.5034357381269,170.25740481888,4.01445875863692,10.109801399107,96.7361252183165,155.678167310128,"1990","10",11.7983870969355,9.78225806451613,98,148.25,-2.60190279062787,-0.449134900967538,10.7916666666667
"131",3.67784894141251,8.60732120753621,69.1761018673094,106.141945378806,3.21788661042673,8.17042512428111,58.3136086654872,93.2593365377568,3.42331972869238,7.68753419773911,66.0064753594662,78.5415728952847,"1990","11",8.93750000053333,6.44,83.6,47.15,0.283492853572643,-1.33577540564634,10.875
