Year,Month,BrAvTG,BrAvWD,BrGDDadj,BrTtRRadj,QuAvTG,QuAvWD,QuGDDadj,QuTtRRadj,SgAvTG,SgAvWD,SgGDDadj,SgTtRRadj,STAvWD,STAvTG,STTtRRadj,STGDDadj,STNSWD,STEWWD,Time
2011,10,10.56419355,5.057741935,172.49,245.649,9.997741935,4.642903226,154.93,228.4,10.25419355,4.468709677,162.88,203.094,15.18682796,9.851612903,295.6,150.8,-4.673675494,-2.715156915,31.79166667
2011,11,10.196,5.803666667,155.88,182.303,9.612333333,5.492333333,138.37,166,10.06833333,5.515666667,152.05,129.426,14.39027778,9.081666667,272.6,122.45,-5.616311599,-1.181231043,31.875
2011,12,6.406129032,4.438064516,49.42,246.838,5.893548387,4.926451613,37.8,299.2,6.653225806,5.29483871,55.53,225.561,15.36827957,4.730645161,395.8,26.6,-3.381634361,-5.985578528,31.95833333
2012,1,6.806774194,4.76,57.89,171.874,6.249677419,5.355483871,43.82,239.4,7.057741935,5.541612903,64.91,182.03,15.39919355,5.279032258,291,26,-3.443220052,-4.467181067,32.04166667
2012,2,7.814827586,4.743103448,83.68,114.777,7.318275862,4.825172414,70.82,117,7.993793103,4.872758621,88.19,96.721,15.15373563,6.546551724,131.6,53.7,-4.32486838,-4.495247863,32.125
2012,3,8.557419355,4.337096774,110.64,77.786,8.027741935,4.109677419,95.15,86.4,8.597419355,4.138387097,111.79,64.618,13.28985507,8.158064516,113.4,99.05,-4.13828849,-2.888221426,32.20833333
2012,4,7.142333333,3.494333333,66.24,86.626,6.567333333,3.463333333,51.17,88.6,7.197666667,3.54,67.66,87.084,11.43472222,6.373333333,170.6,48.1,3.226487544,1.219029353,32.29166667
2012,5,9.087741935,3.799354839,126.72,46.433,8.700322581,3.677419355,115.63,51,8.947419355,3.599032258,122.37,46.494,11.63172043,8.827419355,86.4,120.65,2.871957907,0.78420797,32.375
2012,6,10.513,3.627,165.39,50.252,10.03266667,3.117333333,150.98,63.8,10.20133333,2.975666667,156.04,51.412,11.34722222,10.96166667,74,178.85,3.360584427,3.491037875,32.45833333
2012,7,11.90645161,3.529354839,214.1,68.338,11.3716129,3.346774194,197.52,81.2,11.74064516,3.318387097,208.96,68.35675444,12.12231183,12.5516129,98.8,234.1,1.448371564,-0.652160944,32.54166667
2012,8,13.45774194,3.250645161,262.19,82.824,13.06870968,3.21483871,250.13,102.6,13.23806452,3.114193548,255.38,111.8600271,9.908602151,13.98064516,193.2,278.4,-0.863361967,1.447284297,32.625
2012,9,11.56966667,4.351,197.09,127.022,11.05066667,4.485,181.52,148.8,11.15566667,4.498,184.67,126.869,14.78194444,10.97833333,257.2,179.35,-2.242402712,-3.893159109,32.70833333
2012,10,9.106774194,2.921612903,127.31,76.177,8.541290323,3.113548387,109.92,97.8,8.808387097,3.094516129,118.06,79.59,9.143817205,7.5,201.6,79.7,1.20610234,-1.148194804,32.79166667
2012,11,7.726333333,4.257,81.79,125.433,7.178666667,4.042333333,65.36,133.4,7.500869565,4.197666667,75.02608696,126.67,12.43888889,6.165,258.2,45.05,-3.006554172,-2.472815507,32.875
2012,12,6.616774194,4.482580645,50.59,247.827,6.002258065,4.519677419,35.48,284.8,6.572258065,4.788064516,49.04,203.299,13.02688172,4.467741935,313.8,16.75,-1.432656351,-0.247949403,32.95833333
2013,1,6.804516129,5.002258065,61.22,177.898,6.221935484,4.963225806,49.18,197.8,6.606129032,5.402903226,55.11,155.04,14.86424731,5.185483871,215,32.9,-4.666332696,-0.392656242,33.04166667
2013,2,6.215,4.2825,39.13,82.822,5.659642857,4.633214286,29.75,157.4,6.096071429,5.247142857,36.06,94.174,12.0014881,4.564285714,143,15.8,-1.688034434,-1.433978633,33.125
2013,3,4.894193548,4.92,19.13,47.038,4.237741935,4.338064516,12.48,51.6,4.781935484,4.013225806,15.25,51.815,14.29136473,3.991935484,72.6,11.3,-0.258989999,5.020223105,33.20833333
2013,4,6.415333333,4.065,48.36,94.288,5.815666667,3.964333333,35.27,93,6.635666667,3.938666667,54.08,105.203,12.74583333,5.623333333,190,37.1,-2.135055805,-1.507810257,33.29166667
2013,5,8.428709677,3.494193548,107.15,76.181,7.907096774,3.72,91.65,60.8,8.629032258,3.725483871,113.21,71.32,12.12903226,8.429032258,197.4,107.35,0.403242415,-0.693830778,33.375
2013,6,11.421,2.934,192.63,62.313,10.96566667,3.153,178.97,59.6,11.59833333,3.024,197.95,67.177,10.34583333,11.80166667,69.6,204.05,-0.520669263,-0.799884853,33.45833333
2013,7,13.79483871,2.523548387,272.64,55.077,13.54645161,2.646774194,264.94,40.8,14.03451613,2.592258065,280.07,43.736,8.948924731,14.85,89,305.35,-2.960876026,-1.174772322,33.54166667
2013,8,13.24354839,3.501290323,255.55,100.298,12.71806452,3.293225806,239.26,115.8,13.16225806,3.337419355,253.03,101.058,11.48685133,13.77903226,207.8,272.15,-3.625522236,-2.024308845,33.625
2013,9,11.90633333,3.316,207.19,138.896,11.40666667,3.475,192.2,148,11.703,3.391,201.09,121.552,11.20552811,11.50166667,145.8214286,195.05,-1.62834093,-2.33031018,33.70833333
2013,10,10.84225806,3.603548387,181.11,155.578,10.28677419,3.61,163.89,182.8,10.59258065,3.648064516,173.37,159.176,10.91801075,10.21290323,271.2,161.6,-1.793396504,-0.33105211,33.79166667
2013,11,7.874,3.737666667,86.9,104.524,7.331333333,4.134666667,72.17,117,7.728,4.466333333,82.91,101.455,13.10555556,6.036666667,257.6,40.85,-1.086979143,-5.068811856,33.875
2013,12,7.408064516,6.358387097,78.55,399.191,6.846451613,5.885806452,64.01,443.8,7.308709677,5.861612903,75.96,290.162,18.17607527,6.385483871,480.8,53.05,-6.095530991,-3.705123507,33.95833333
2014,1,6.936774194,4.782903226,60.04,202.205,6.288064516,4.666129032,40.27,182.2,6.856451613,5.180645161,57.55,188.907,15.11424731,5.417741935,281,20.55,-5.800354355,1.314079723,34.04166667
2014,2,6.392857143,5.041785714,40.27,145.346,5.7725,4.889642857,25.6,142,6.248214286,5.138214286,36.42,149.114,15.31994048,5.171428571,307,19.6,-4.057858097,-0.592343552,34.125
2014,3,7.414516129,4.763548387,74.85,131.669,6.911290323,4.523870968,61.32,131.2,7.277096774,4.621612903,71,108.933,15.55101683,6.85,210.8,60.95,-4.214082482,-2.516307446,34.20833333
2014,4,8.872333333,3.888333333,116.17,80.204,8.384666667,3.562333333,101.54,99,8.614333333,3.663,108.43,89.045,12.30833333,8.666666667,170.6,110,-1.650930298,-0.037101392,34.29166667
2014,5,9.868064516,3.532258065,150.91,80.002,9.304516129,3.187419355,133.44,77.6,9.528064516,3.144193548,140.37,74.068,10.71908602,10.05967742,123.2,156.85,-0.074994097,1.468178038,34.375
2014,6,12.80033333,2.596333333,234.01,73.972,12.27733333,2.709,218.32,70.4,12.588,2.514666667,227.64,60.271,8.902777778,13.47,101.6,254.1,-0.016582515,-0.04330298,34.45833333
2014,7,14.15290323,2.788709677,283.74,125.5488519,13.66516129,2.858387097,268.62,132,13.91645161,2.723225806,276.41,106.374,9.038978495,15.16451613,130.6,315.1,-2.638730489,-0.925657779,34.54166667
2014,8,12.79483871,3.134193548,241.64,120.2524444,12.20032258,3.613548387,223.21,154,13.03645161,3.562580645,249.13,145.582,11.66263441,13.10322581,282.2,251.2,1.139321659,-0.835821875,34.625
2014,9,13.213,2.879,246.39,28.14,12.711,2.957,231.33,37.8,13.91166667,2.759333333,267.35,37.824,8.826149425,12.88666667,92.48275862,236.6,-1.429355632,-1.619568245,34.70833333
2014,10,10.68580645,4.937419355,176.26,236.19,10.11258065,4.607419355,158.49,231.2,11.40903226,4.547741935,198.68,221.221,14.02083333,9.814516129,397.2,149.25,-3.209967685,-0.986350936,34.79166667
2014,11,9.828666667,4.186666667,144.86,123.014,9.166333333,4.006,124.99,117.6,10.53333333,4.243,166,118.395,11.24722222,8.215,176.4,96.45,-2.884498316,1.727956364,34.875
2014,12,6.676451613,4.870967742,54.7,185.534,6.129032258,5.124516129,41.25,240.6,7.350645161,5.149677419,73.44,202.51,15.14650538,4.822580645,334.8,24.5,-3.056080161,-6.360057188,34.95833333
2015,1,5.682580645,5.333225806,34.04,299.526,5.109354839,5.699032258,24.81,315,6.466451613,5.700602988,50.54,239.749,18.64475222,4.459677419,408.1666667,17.15,-3.391084704,-6.138896871,35.04166667
2015,2,6.211071429,4.428928571,41.75,157.19,5.648928571,4.578214286,31.38,138.2,6.955714286,4.833358206,57.71,143.611,14.69494048,5.019642857,216.2,23.65,-3.594702444,-3.94338432,35.125
2015,3,6.437419355,4.677419355,49.19,217.292,5.828064516,4.967741935,33.92,267.4,7.182580645,4.690814664,69.25,188.152,14.58409303,5.298387097,349.5517241,22.95,-4.707413812,-3.785360355,35.20833333
2015,4,7.418333333,3.130666667,74.88,59.698,6.883333333,3.394,62.45,70.2,8.101666667,3.598729134,93.48,68.751,11.21388889,6.855,139.8,63.85,-1.448700698,-2.348203045,35.29166667
2015,5,8.15,3.736129032,97.65,99.696,7.51516129,4.073870968,78.49,135,8.835806452,3.876666667,118.91,135.33,13.63575269,8.038709677,238.4,95.95,-1.414940176,-2.446699168,35.375
2015,6,9.942333333,3.267666667,148.27,111.763,9.351666667,3.508333333,130.55,128.2,10.631,3.305,168.93,95.47269231,11.15694444,10.51833333,202.4,165.55,-1.734063989,-1.730069653,35.45833333
2015,7,11.7216129,3.152903226,208.37,137.885,11.23580645,3.128387097,193.31,187.2,12.5083871,2.899354839,232.76,224.843,10.0547569,12.46451613,223.6133333,231.4,-0.568506203,0.4411188,35.54166667
2015,8,12.70096774,4.263870968,238.73,86.231,12.17225806,3.859032258,222.34,105.4,12.99322581,3.42,247.79,100.467,11.25537634,13.15,176.8,252.65,-4.212989606,-0.411235404,35.625
2015,9,11.99233333,3.593,209.77,43.219,11.382,3.521,191.46,58.8,11.98566667,3.532333333,209.57,50.623,11.00555556,11.63333333,72.6,199,-1.60497349,-1.334797294,35.70833333
2015,10,11.27967742,4.431612903,194.67,118.389,10.68612903,4.083870968,176.27,127.2,11.24129032,3.903225806,193.48,77.609,11.13709677,10.65967742,141.8,175.45,-4.202488712,-1.541149197,35.79166667
2015,11,8.479,4.742,105.88,226.331,7.91,4.746666667,90.81,216.4,8.51,5.060333333,106.52,203.694,14.65694444,7.455,309.6,83.45,-3.622939157,-4.773944719,35.875
2015,12,7.705483871,6.137419355,83.87,298.09,7.070322581,5.454516129,64.92,293.6,7.746451613,5.583870968,85.61,260.238,16.60875409,6.630645161,528.6,60.95,-6.068684447,-2.750062327,35.95833333
2016,1,6.453225806,5.608064516,48.32,195.372,5.798387097,5.433548387,33.89,262.2,6.548064516,5.680967742,50.27,243.683,15.78629032,4.959677419,271.6,30.1,-2.513801938,0.745571748,36.04166667
2016,2,5.595172414,4.790689655,22.69,281.045,4.978965517,4.678275862,13.1,364.2,5.607931034,4.66,23.07,221.04,14.32614943,4.025862069,286.8,7.8,-2.679584272,-2.373282707,36.125
2016,3,6.780645161,3.395483871,58.63,143.521,6.247419355,3.290967742,45.71,136.8,6.701612903,2.970967742,56.22,134.346,10.62447405,5.835483871,195.7133333,39.85,-1.361662681,-1.694264387,36.20833333
2016,4,6.760333333,3.807333333,58.4,102.519,6.129666667,3.631666667,43.92,89.2,6.720666667,3.673,57.56,89.833,11.79722222,6.383333333,109.8,48.95,1.749112358,-0.644636379,36.29166667
2016,5,9.986129032,4.041290323,154.57,87.642,9.52483871,3.482258065,140.27,79.8,9.863870968,3.307096774,150.78,69.341,11.97238514,9.690322581,130.2,145.4,0.593253491,0.790418318,36.375
2016,6,12.21733333,3.162,216.52,76.584,11.843,2.871,205.29,82.6,12.13166667,2.740333333,213.95,70.731,10.84468599,12.42,160.2,222.6,0.613619366,1.642107485,36.45833333
2016,7,12.76129032,2.583548387,240.6,134.277,12.14129032,2.828709677,221.38,146.2,12.75419355,2.871935484,240.38,125.682,9.788978495,13.22258065,289.4,254.9,-2.156385199,-3.027931996,36.54166667
2016,8,13.51290323,3.527741935,263.9,148.144,12.97064516,3.422580645,247.09,162.8,13.66548387,3.352580645,268.63,138.093,10.29569892,13.65,183.4,268.15,-1.877101079,-1.440731358,36.625
2016,9,12.87533333,4.991666667,236.26,240.802,12.267,4.356666667,218.01,180,13.117,4.121333333,243.51,187.946,13.52638889,12.83333333,281.8,235,-5.796286291,-1.864423608,36.70833333
2016,10,11.41451613,4.143548387,198.85,62.516,10.7416129,4.115483871,177.99,61.8,11.66870968,4.385806452,206.73,55.755,10.06317204,10.08709677,75.4,157.7,-2.654431339,0.763829907,36.79166667
2016,11,8.061,3.642333333,92.37,142.728,7.508333333,3.897,76.95,129.4,8.491,4.049666667,104.95,128.236,11.21666667,5.971666667,193.4,46.3,-0.91603704,-2.895863327,36.875
2016,12,8.664516129,5.944193548,113.87,304.512,8.053548387,5.379677419,96.45,270.8,9.023225806,5.356451613,124.75,183.393,16.35349462,7.243548387,222.8,78.7,-5.805239032,-4.395972189,36.95833333
2017,1,7.61483871,5.262258065,84.8,149.34,7.047096774,5.241935484,69.31,167,8.013548387,5.141935484,95.92,116.83,14.80376344,6.322580645,134,56.5,-3.429552428,-3.721926472,37.04166667
2017,2,7.113928571,4.403571429,60.33,104.925,6.459285714,4.596071429,45.42,116.2,7.507142857,4.76,70.63,109.921,13.22321429,5.916071429,214.4,39.9,-3.916025716,-0.644413392,37.125
2017,3,7.393225806,3.951935484,76.11,102.116,6.827419355,3.693548387,60.94,112,7.782258065,3.825806452,87.08,114.646,12.37944133,6.55483871,219,55.55,-2.992410889,-1.930608288,37.20833333
2017,4,7.926333333,3.688666667,88.3,74.771,7.271333333,4.167333333,70.07,89.4,8.295333333,4.238666667,98.9,86.282,14.20652174,7.545,142.5517241,78.75,-0.809470683,-4.023146857,37.29166667
2017,5,10.57,3.718064516,172.67,76.793,10.01354839,3.32516129,155.42,72,10.8316129,3.068709677,180.78,70.724,10.41129032,11.16129032,86.2,191,-1.713869072,1.539679362,37.375
2017,6,11.79333333,4.026333333,203.8,102.325,11.14866667,3.631,184.46,100.4,12.09766667,3.420333333,212.93,109.8126316,12.64722222,12.49,111.6,224.7,-1.565731141,-0.550578476,37.45833333
2017,7,13.0016129,3.165483871,248.05,80.211,12.37677419,3.196451613,228.68,103.2,13.30322581,2.922258065,257.4,94.18813158,10.54435484,13.37580645,148.8,259.65,-1.833669746,-0.909324198,37.54166667
2017,8,13.45806452,3.311935484,262.2,136.072,12.81387097,3.358709677,242.23,154.4,13.78645161,3.281290323,272.38,152.071,10.41801075,13.7016129,227.6,269.75,-1.723006768,-1.36575693,37.625
2017,9,12.495,3.895333333,224.85,80.603,11.858,4.050666667,205.74,74.6,12.69533333,4.255333333,230.86,84.704,11.36681286,12.23166667,226.7586207,216.95,-1.876706316,-0.886046552,37.70833333
2017,10,10.90774194,4.393870968,183.14,173.867,10.32096774,4.590645161,164.95,205,11.18741935,4.596451613,191.81,185.179,14.11962366,10.26612903,310,163.25,-2.377026126,-3.260520074,37.79166667
2017,11,7.030666667,4.033333333,65.21,172.278,6.458,4.560333333,51.24,176.8,7.395333333,4.677666667,73.47,180.256,13.95138889,5.503333333,367.2,32.1,0.530087701,-4.200021534,37.875
2017,12,6.698709677,3.629677419,63.14,138.897,6.170967742,4.127419355,53.45,152.2,7.055483871,4.153870968,69.76,152.488,13.15673212,5.008064516,269.6,42.05,-0.664239572,-4.058263322,37.95833333
2018,1,6.005806452,4.816129032,40.44,181.111,5.394193548,4.95,25.82,184.2,6.319032258,5.186451613,47.91,194.643,13.23521505,3.982258065,324.6,14.1,-3.531056969,-2.284858846,38.04166667
2018,2,5.255357143,4.760714286,24.04,176.499,4.635714286,4.759285714,14.54,131,5.652142857,5.0275,31.07,142.019,13.25744048,3.614285714,161.4,5.95,-3.443002308,-2.304667157,38.125
2018,3,5.258387097,5.430967742,27.2,71.353,4.570322581,4.818387097,17.33,99.2,5.564193548,4.71,32.7,92.384,14.12133507,4.45483871,146.7333333,15.25,-1.244755604,3.915469859,38.20833333
2018,4,7.646666667,4.194666667,82.91,65.538,7.085333333,3.876666667,69.16,81.2,7.943333333,3.537,90.29,84.71,10.9870773,7.806666667,142.7586207,91.5,-1.703035714,0.670499712,38.29166667
2018,5,10.35322581,4.096451613,165.95,87.635,9.944516129,3.712580645,153.28,86.6,10.60064516,3.419354839,173.62,79.39,11.14247312,10.47096774,92,169.6,-2.549271499,-0.334149983,38.375
2018,6,12.19066667,2.610333333,215.72,49.246,11.801,2.684666667,204.03,50.4,12.32166667,2.582333333,219.65,48.071,9.821651674,12.78666667,78.20689655,233.6,-0.506970905,-1.047378803,38.45833333
2018,7,13.48483871,3.161935484,263.03,67.731,12.87225806,2.978709677,244.04,91,13.59096774,2.765483871,266.32,74.268,9.485215054,14.35967742,119.2,290.15,-2.606088539,-1.549175098,38.54166667
2018,8,12.77580645,3.340322581,241.05,104.127,12.16419355,2.961935484,222.09,121.6,12.98483871,3.033870968,247.53,113.476,10.75268817,13.02096774,151.6,248.65,-3.195214001,-2.460221667,38.625
2018,9,11.163,3.829666667,184.89,121.623,10.545,3.748666667,166.35,147.4,11.42333333,3.898333333,192.7,138.488,12.39836957,10.64,357,169.2,-2.11453508,-4.555162962,38.70833333
2018,10,9.750967742,4.662903226,147.28,55.89,9.110322581,4.46483871,127.42,149.6,10.1316129,4.579032258,159.08,136.72,14.1723352,9.040322581,289.4,125.65,-3.170888138,-3.716109168,38.79166667
2018,11,9.113,5.613333333,123.39,22.914,8.405,5.011,102.15,135.8,9.565,5.084,136.95,134.358,14.45694444,8.366666667,155.6,101.95,-5.151746165,1.312425747,38.875
2018,12,7.881935484,4.183870968,89.34,208.25,7.270322581,4.144516129,70.52,227.2,8.312903226,4.63516129,102.7,234.231,12.90188172,6.520967742,261.4,60.45,-4.1662007,-2.010681666,38.95833333
2019,1,6.552903226,3.580645161,58.21,109.754,5.962258065,4.073870968,46.01,173.4,7.070967742,4.137096774,70.35,137.704,11.47849462,4.64516129,224.6,31.9,0.144641824,-3.638174972,39.04166667
2019,2,7.862142857,5.277142857,83.2,130.238,7.296785714,4.7775,68.4,133.8,8.320714286,4.444642857,94.96,136.123,13.89814815,6.778571429,251.8,67.45,-4.674556062,-3.01335393,39.125
2019,3,7.068387097,4.445806452,66.83,163.819,6.460322581,4.527741935,50.04,207,7.505806452,4.572958768,79.18,181.24,15.16000468,6.062903226,274.2,41.7,-2.197757887,-5.227340904,39.20833333
2019,4,8.693666667,4.315333333,111.13,51.656,8.147333333,4.123,95.44,51.4,9.060333333,4.614736842,121.81,60.679,10.70138889,9.143333333,91,125.35,-1.608335436,2.838939943,39.29166667
2019,5,8.850967742,2.915806452,119.38,81.397,8.272903226,2.823548387,101.61,105,9.132580645,2.876451613,128.11,105.984,10.14112903,8.806451613,125.4,118,1.796600195,0.41966355,39.375
2019,6,10.94333333,3.267666667,178.3,75.374,10.366,3.227,160.98,101.2,11.28433333,3.115,188.53,94.561,11.41527778,11.75,155.2,202.5,0.306362758,0.093993603,39.45833333
2019,7,13.72677419,2.518387097,270.53,102.914,13.20612903,2.788387097,254.39,131.8,13.97129032,2.548387097,278.11,114.27,9.168010753,14.8983871,179.2,306.85,-1.416421,-1.72524922,39.54166667
2019,8,13.59935484,3.802580645,266.58,155.771,13.03483871,3.507096774,249.08,166.2,13.94096774,3.274516129,277.17,171.009,11.49865591,13.90806452,379.8,276.15,-0.81467933,-0.783376179,39.625
2019,9,12.60733333,3.477333333,228.22,117.597,12.01633333,3.513333333,210.49,161.2,12.979,3.336,239.37,146.771,11.01867816,12.23,193.2,216.9,-0.987850968,-2.922164726,39.70833333
2019,10,9.949677419,4.128387097,153.44,122.207,9.294516129,4.232580645,133.13,145.6,10.31258065,4.443225806,164.69,141.446,12.5188172,8.975806452,247.6,123.85,-1.261658621,-1.042653634,39.79166667
2019,11,7.582666667,4.710666667,77.48,58.284,6.871333333,4.147,57.2,72.2,8.046333333,4.388333333,91.39,74.264,12.08055556,6.198333333,109.2,51.8,1.86799569,3.752750576,39.875
2019,12,7.693548387,5.035806452,83.96,227.927,7.085483871,4.638387097,66.53,223.2,8.15,4.550967742,97.65,212.961,13.42069892,6.016129032,273.6,49.5,-3.545814813,-3.277550268,39.95833333
2020,1,7.590645161,6.218709677,81.48,260.102,6.996129032,5.513870968,64.38,296,8.132580645,5.622258065,97.72,237.971,NA,NA,NA,NA,NA,NA,40.04166667
2020,2,5.864482759,5.450689655,29.78,197.996,5.217586207,5.469655172,19.17,322.2,6.367931034,5.92,41.67,219.659,NA,NA,NA,NA,NA,NA,40.125
